-------- 1 - Atualizações
NATUREZA,EFETIVO-BM / EGSYS,DATA-ATUALIZAÇÃO,DATA-ATUALIZAÇÃO-EGSYS,OBSERVAÇÃO
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
-------- 4 - 🔼R1 - INCIDENTE EM MEIO LÍQUID
R1 - INCIDENTE EM MEIO LÍQUIDO,,,,,,,,,,,,
Nº,PERGUNTA CHAVE,ALTERNATIVA,PROX. PASSO,CLASS CHAMAD,ENC. DESP,PRIORIDADE,AG. ENVOL INTERNO,ARV. COMPL.,COMP. NAT,REDIRECIONAMENTO,TIPO DE RESPOSTA,AG. ENV EXTERNO
0,"Tipo de local? (rio, lago, represa, cachoeira)",Piscina,1,,,,,,,,,
,,Praia/Mar,1,,,,,,,,,
,,Rio,1,,,,,,,,,
,,Lago,1,,,,,,,,,
,,Represa,1,,,,,,,,,
,,Cachoeira,1,,,,,,,,,
,,Outro,1,,,,,,,,,
1,Quantidade de pessoas afogadas?,Número,2,,,,,,,,INT,
,,Não sabe,2,,,,,,,,,
2,A pessoa foi removida d’água?,Sim,4,,,,,,,,,
,,Não,3,Ocorrência,s,Alta,"PGV, ABS, OER",,,OPS 11,,
,,Não sabe,3,,,,,,,OPS 11,,
3,Vítima submersa?,Sim,9,Ocorrência,s,Alta/Média,"PGV, ABS, OER",,,,,
,,Não,,Ocorrência,s,Alta,"PGV, ABS, OER",,,OPS 15,,
4,Pessoa ferida (Afogado) está alerta? Conversa?,Sim,6,,,,,,,,,
,,Não,5,Ocorrência,s,Alta,AA; SAV,,,,,
,,Não sabe,5,,,,,,,,,
5,Aproxime-se da pessoa e veja se ela reage a um estímulo,Reage a estímulo (abre os olhos),6,Ocorrência,S,Alta,AA,,,,,
,,Não reage a estímulo,6,Ocorrência,S,Alta,AA; SAV,,,,,
,,Não sabe,6,,,,,,,,,
6,A pessoa respira normalmente?,Sim,11,Ocorrência,S,Média,AA,,,"OPS 12, RCP",,
,,Não,11,Ocorrência,S,Alta,AA; SAV,,,,,
,,Não respira,7,Ocorrência,S,Alta,AA; SAV,,,RCP,,
7,Você tem conhecimento de conferir se a vítima tem batimento cardíaco?,Sim,8,,,,,,,,,
,,Não,,,,,,,,RCP,,
,,Não Sei,,,,,,,,RCP,,
8,A vítima possui batimento cardíaco?,Sim,9,,,,,,,,,
,,Não,,,,,,,,RCP,,
,,Não Sabe,,,,,,,,RCP,,
9,Voçê possui conhecimento e equipamento para fazer a ventilação na vítima?,Sim,10,,,,,,,,,
,,Não,,,,,,,,OPS 15,,
,,"Não, mas quero fazer",,,,,,,,"OPS 6, OPS 7, OPS 8, OPS 9, OPS 10, OPS 15",,
10,Quer ajuda para fazer a ventilação?,Sim,,,,,,,,"OPS 6, OPS 7, OPS 8, OPS 9, OPS 10, OPS 15",,
,,Não,,,,,,,,"OPS 10, OPS 15",,
11,Afogou-se ao mergulhar? Após pular na água?,Sim,12,Ocorrência,S,Alta,AA,,,OPS 13,,
,,Não,12,,,,,,,"OPS 12, RCP",,
12,Existem outros ferimentos?,Sim,15,Ocorrência,S,Baixa,AA,,,,,
,,Não,15,,,,,,,,,
13,Quanto tempo a pessoa permaneceu embaixo d’água?,< 1 hora,14,Ocorrência,S,Alta,AA; SAV; ABS,,,,,
,,> 1 hora,14,Ocorrência,S,Média,ABS ,,,,,
,,Não sabe,14,Ocorrência,S,Alta,ABS ,,,,,
14,Qual o último local em que foi visto?,DESCREVER,15,,,,,,,OPS 14,ALFANUMÉRICO,
15,Qual a profundidade do local?,NUMÉRICO,16,,,,,,,,INT,
,,Não Sabe,16,,,,,,,,,
16,Qual o sexo da pessoa ferida?,Masculino,17,,,,,,,,,
,,Feminino,17,,,,,,,,,
,,Não sabe,17,,,,,,,,,
17,Qual a idade aproximada?,Número,,,,,,,,OPS 15,INT,
,,Não sabe,,,,,,,,OPS 15,,
Nº,ORIENTAÇÃO PRÉ-SOCORRO,ALTERNATIVA,PROX. PASSO,CLASS CHAMAD,ENC. DESP,PRIORIDADE,AG. ENVOL,ARV. COMPL.,COMP. NAT,ORIENTAÇÕES,,
1,(Vítima não alerta) VÁ PARA O CARTÃO DE RCP,Orientado,RCP,,,,,,,,checked,1
2,Você tem conhecimento de conferir se a vítima tem batimento cardíaco?,Orientado,OPS 3,,,,,,,,,01.01
3,A vítima possui batimento cardíaco?,Orientado,OPS 4,,,,,,,,,01.02
4,Voçê possui conhecimento e equipamento para fazer a ventilação na vítima?,Orientado,OPS 5,,,,,,,,,01.03
5,Quer ajuda para fazer a ventilação?,Orientado,OPS 6,,,,,,,,,1.3.1
6,Não é recomendando fazer a ventlição boca-a-boca devido aos riscos biológicos.,Orientado,OPS 7,,,,,,,,,01.04
7,Posicione a vítima em local seco e rígido e com barriga para cima.,Orientado,OPS 8,,,,,,,,,01.05
8,Eleve o queixo com cuidado,Orientado,OPS 9,,,,,,,,,01.06
9,Pince o nariz com os dedos,Orientado,OPS 10,,,,,,,,,01.07
10,Execute a ventilação (REVER),Orientado,OPS 15,,,,,,,,,01.08
11,"(Afogando) Não pule na água para resgatar a vítima, jogue ou alcance uma corda, vara, bóia.",Orientado,FIM,,,,,,,,checked,2
12,"(Fora d’água) Deite a pessoa de lado (Direito), verifique vias aéreas e mantenha-a aquecida.",Orientado,,,,,,,,,checked,3
13,(Afundou após mergulho) Orientar cuidados com estabilização da coluna.,Orientado,FIM,,,,,,,,checked,4
14,"Peça para marcar o último local visto, pois isto irá auxiliar nas buscas",,FIM,,,,,,,,checked,5
15,"Seu chamado foi cadastrado. Qualquer alteração da(s) vítima(s) ou no local, retorne a ligação ao 193.",Orientado,FIM,,,,,,,,checked,6
-------- 5 - 🔼R2 - CHOQUE ELÉTRICO-RAIO
R2 - CHOQUE ELÉTRICO/RAIO,,,,,,,,,,,,
Nº,PERGUNTA CHAVE,ALTERNATIVA,PROX. PASSO,CLASS CHAMAD,ENC. DESP,PRIORIDADE,AG. ENVOL INTERNO,ARV. COMPL.,COMP. NAT,REDIRECIONAMENTO,TIPO DE RESPOSTA,AG. ENV EXTERNO
1,Quantidade de pessoas feridas?,Número,2,,,,,,,,INT,
,,> 2 pessoas,2,Ocorrência,S,Alta,"AA, SBV,  SAV; MÉDICO, ABTR",,,,,
,,Não sabe,2,,,,,,,,,
2,O que atingiu a(s) pessoa(s)?,Raio,4,Ocorrência,S,Alta,"AA, SAV; MÉDICO",,,,,
,,Rede de alta tensão,3,Ocorrência,S,Alta,"AA, SAV; MÉDICO, ABTR",,,"OPS 1, OPS 2, OPS 3",,COPEL
,,Torre de transmissão,3,Ocorrência,S,Alta,"AA, SAV; MÉDICO, ABTR",,,"OPS 1, OPS 2, OPS 3",,COPEL
,,Rede 220V,3,,,,,,,"OPS 1, OPS 2, OPS 3",,
,,Rede 110V,3,,,,,,,"OPS 1, OPS 2, OPS 3",,
,,Outro (descrever),3,,,,,,,"OPS 1, OPS 2, OPS 3",ALFANUMÉRICO,
,,Não sabe,3,,,,,,,"OPS 1, OPS 2, OPS 3",,
3,A(s) pessoa(s) ainda está(ão) em contato com a rede energizada?,Sim,4,Ocorrência,S,Alta,"AA, SAV; MÉDICO, ABTR",,,,,
,,Não,4,,,,,,,,,
,,Não sabe,4,,,,,,,,,
4,A(s) Pessoa(s) ferida(s) está(ão) alerta? Conversa(m)?,Sim,6,,,,,,,,,
,,Não,5,Ocorrência,S,Alta,"AA, SAV; MÉDICO",,,,,
,,Não sabe,5,,,,,,,,,
5,A pessoa reage a um estímulo verbal? (Mantenha uma distância segura),Reage a  estímulo (abre os olhos),6,,,,,,,,,
,,Não reage a estímulo,6,Ocorrência,S,Alta,"AA, SAV; MÉDICO",,,,,
,,Não sabe,6,,,,,,,,,
6,A pessoa respira normalmente?,Sim,7,,,,,,,,,
,,Não,7,Ocorrência,S,Alta,"AA, SAV; MÉDICO",,,,,
,,Não respira,7,Ocorrência,S,Alta,"AA, SAV; MÉDICO, ABTR",,,RCP,,
7,A vítima está em local de difícil acesso,Sim,FIM,Ocorrência,S,Alta,"AA, SAV; MÉDICO, ABTR",,,OPS 4,,
,,Não,FIM,Ocorrência,S,Baixa,AA,,,OPS 4,,
,,Não sabe,FIM,Ocorrência,S,Baixa,AA,,,OPS 4,,
Nº,ORIENTAÇÃO PRÉ-SOCORRO,ALTERNATIVA,PROX. PASSO,CLASS CHAMAD,ENC. DESP,PRIORIDADE,AG. ENVOL,ARV. COMPL.,COMP. NAT,ORIENTAÇÕES,,
1,"(Energia ligada) Se for seguro, desligue a fonte de energia.",,,,,,,,,,,
2,NÃO TOQUE NA VÍTIMA se não tiver certeza que a fonte está desligada.,,,,,,,,,,,
3,Cuidado com o piso molhado.,,,,,,,,,,,
4,"Seu chamado foi cadastrado. Qualquer alteração da(s) vítima(s) ou no local, retorne a ligação ao 193.",,,,,,,,,,,
-------- 6 - 🔼R3 - INCONSCIENCIA-DESMAIO
R3 - INCONSCIENCIA/DESMAIO,,,,,,,,,,,,,,,,,,,,,,,,,
Nº,PERGUNTA CHAVE,ALTERNATIVA,PROX. PASSO,CLASS CHAMAD,ENC. DESP,PRIORIDADE,AG. ENVOL INTERNO,ARV. COMPL.,COMP. NAT,REDIRECIONAMENTO,TIPO DE RESPOSTA,AG. ENV EXTERNO,,,,,,,,,,,,,
1,Você está próximo da pessoa?,Sim,2,,,,,,,,,,,,,,,,,,,,,,
,,Não,2,,,,,,,,,,,,,,,,,,,,,,
2,A pessoa está alerta? Conversa?,Sim,3,,,,,,,,,,,,,,,,,,,,,,
,,Não,3,Ocorrência,,Alta,AA; ABTR,,,,,,,,,,,,,,,,,,
,,Não Sabe,3,,,,,,,,,,,,,,,,,,,,,,
3,Pode chegar mais perto de maneira segura?,Sim,5,,,,,,,,,,,,,,,,,,,,,,
,,Não,4,,,,,,,,,,,,,,,,,,,,,,
4,(Se não) Por qual motivo?,Descrever ,FIM,Ocorrência,S,Média,"AA,ABTR",,,C11-2,ALFANUMÉRICO,SAMU,,,,,,,,,,,,,
,,Pessoa trancada em cômodo,FIM,Ocorrência,S,Média,"AA,ABTR",,,OPS 5,,,,,,,,,,,,,,,
5,Aproxime-se da pessoa e veja se ela reage a um estímulo,Reage a estímulo (abre os olhos),6,Ocorrência,S,Baixa,AA,,,,,,,,,,,,,,,,,,
,,Não reage a estímulo,6,Ocorrência,S,Alta,"AA,SAV, MÉDICO",,,,,,,,,,,,,,,,,,
,,Não sabe,6,,,,,,,,,,,,,,,,,,,,,,
6,A pessoa respira normalmente?,Sim,7,,,,,,,,,,,,,,,,,,,,,,
,,Não,8,Ocorrência,S,Alta,"AA,SAV, MÉDICO",,,,,,,,,,,,,,,,,,
,,Não respira,FIM,Ocorrência,S,Alta,"AA, SAV, MÉDICO",,,RCP,,,,,,,,,,,,,,,
7,Observe e descreva a respiração,Ausência de movimentos no tórax,FIM,Ocorrência,S,Alta,"AA, SAV, MÉDICO",,,RCP,,,,,,,,,,,,,,,
,,Respiração Agônica (gasping),FIM,Ocorrência,S,Alta,"AA, SAV, MÉDICO",,,RCP,,,,,,,,,,,,,,,
,,Pausa respiratória (apneia),8,Ocorrência,S,Alta,"AA, SAV, MÉDICO",,,,,,,,,,,,,,,,,,
,,Cianose generalizada (roxa),8,Ocorrência,S,Alta,"AA, SAV, MÉDICO",,,,,,,,,,,,,,,,,,
,,Respiração ruidosa,8,Ocorrência,S,Média,AA,,,,,,,,,,,,,,,,,,
,,Falta de ar,8,Ocorrência,S,Média,AA,,,,,,,,,,,,,,,,,,
,,Respiração pouco ruidosa,8,Ocorrência,S,Média,AA,,,,,,,,,,,,,,,,,,
8,Tomou algum medicamento ou outro produto (drogas/álcool)?→,Medicamento,FIM,,,,,,,C9,,,,,,,,,,,,,,,
,,Alcool ou Drogas,9,Ocorrência,S,Média,AA,,,,,,,,,,,,,,,,,,
,,Alcool e Drogas,9,Ocorrência,S,Alta,"AA, SAV, MÉDICO",,,,,,,,,,,,,,,,,,
,,Não,9,,,,,,,,,,,,,,,,,,,,,,
,,Não sabe,9,,,,,,,,,,,,,,,,,,,,,,
9,A pessoa tem algum histórico médico ou alguma cirurgia recente?,Sim/Descrever,10,Ocorrência,S,Baixa,AA,,,OPS 3,ALFANUMÉRICO,,,,,,,,,,,,,,
,,Não,10,,,,,,,OPS 3,,,,,,,,,,,,,,,
,,Não sabe,10,,,,,,,OPS 3,,,,,,,,,,,,,,,
10,Há indícios de que ingeriu e se engasgou com algo?,Sim,FIM,,,,,,,"OPS 2, R4",,,,,,,,,,,,,,,
,,Não,11,,,,,,,,,,,,,,,,,,,,,,
,,Não sabe,11,,,,,,,,,,,,,,,,,,,,,,
11,Qual o sexo da vítima?,Masculino,13,,,,,,,,,,,,,,,,,,,,,,
,,Feminino,12,,,,,,,,,,,,,,,,,,,,,,
12,(Se mulher) Está grávida?,Sim,13,Ocorrência,S,Média,"AA, SAV, MÉDICO",,,,,,,,,,,,,,,,,,
,,Não,13,,,,,,,,,,,,,,,,,,,,,,
,,Não sabe,13,,,,,,,,,,,,,,,,,,,,,,
13,"Existe algum ferimento na vítima, ou algo que possa indicar qualquer outra coisa?",Dor de cabeça e/ou peito,14,Ocorrência,S,Média,"AA, SAV, MÉDICO",,,,,,,,,,,,,,,,,,
,,Convulsão > 1 min,14,Ocorrência,S,Média,"AA, SAV, MÉDICO",,,OPS 5,,,,,,,,,,,,,,,
,,Outro,14,,,,,,,,,,,,,,,,,,,,,,
,,Não,15,Ocorrência,S,Baixa,"AA, SAV, MÉDICO",,,OPS 1,,,,,,,,,,,,,,,
,,Não sabe,14,Ocorrência,S,Baixa,"AA, SAV, MÉDICO",,,OPS 1,,,,,,,,,,,,,,,
14,Pode descrever o tipo de ferimento?,DESCREVER,15,Ocorrência,S,Baixa,"AA, SAV, MÉDICO",,,,ALFANUMÉRICO,,,,,,,,,,,,,,
,,Não,15,,,,,,,,,,,,,,,,,,,,,,
15,Qual a idade aproximada?,Numérico,FIM,Ocorrência,S,Média,AA,,,OPS 5,INT,,,,,,,,,,,,,,
,,Idade < 14 anos,FIM,Ocorrência,S,Média,AA,,,OPS 5,,,,,,,,,,,,,,,
Nº,ORIENTAÇÃO PRÉ-SOCORRO,ALTERNATIVA,PROX. PASSO,CLASS CHAMAD,ENC. DESP,PRIORIDADE,AG. ENVOL,ARV. COMPL.,COMP. NAT,ORIENTAÇÕES,,,,,,,,,,,,,,,
1,"Aguarde até 01 minuto pra verificar se a vítima acorda. Se acordar, oriente a buscar um médico.",,,,,,,,,,,,,,,,,,,,,,,,
2,"Se vomitar, ajude-a virando a cabeça e retirando restos da boca.",,,,,,,,,,,,,,,,,,,,,,,,
3,Verifique se a vítima traz algum medicamento consigo,,,,,,,,,,,,,,,,,,,,,,,,
4,Seu chamado permanecerá pendente até que tenhamos maiores informações.,,,,,,,,,,,,,,,,,,,,,,,,
5,"Seu chamado foi cadastrado. Qualquer alteração da(s) vítima(s) ou no local, retorne a ligação ao 193.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
-------- 7 - R4 - OVACE BEBE+ADULTO
R4 - OVACE BEBE,,,,,,,,,,,,,,,,,,,,,,,,,
Nº,PERGUNTA CHAVE,ALTERNATIVA,PROX. PASSO,CLASS CHAMAD,ENC. DESP,PRIORIDADE,AG. ENVOL INTERNO,ARV. COMPL.,COMP. NAT,REDIRECIONAMENTO,TIPO DE RESPOSTA,AG. ENV EXTERNO,,,,,,,,,,,,,
1,O atendimento é para um bebê ou um adulto?,Bebê,2,,,,,,,,,,,,,,,,,,,,,,
,,Adulto,6,,,,,,,,,,,,,,,,,,,,,,
2,O bebê consegue Chorar?,Sim,4,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,OPS 1,,,,,,,,,,,,,,,
,,Não,3,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,,,,,,,,,,,,,,,,
3,O bebê está CONSCIENTE?,Sim,FIM,,,,,,,"OPS 3, OPS 4, OPS 5, OPS 6, OPS 7, OPS 8, OPS 9, OPS 10",,,,,,,,,,,,,,,
,,Não,FIM,,,,,,,RCP,,,,,,,,,,,,,,,
4,O objeto/líquido saiu ?,Sim,5,,,,,,,,,,,,,,,,,,,,,,
,,Não,3,,,,,,,,,,,,,,,,,,,,,,
,,Não sabe,3,,,,,,,,,,,,,,,,,,,,,,
5,O bebê está respirando ?,Sim,FIM,,,,,,,OPS 2,,,,,,,,,,,,,,,
,,Não,FIM,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,RCP,,,,,,,,,,,,,,,
6,A pessoa consegue FALAR ou TOSSIR?,Sim,8,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,OPS 11,,,,,,,,,,,,,,,
,,Não,7,Ocorrência,S,Alta,AA; SAV; MÉDICO,,,,,,,,,,,,,,,,,,
7,A pessoa está CONSCIENTE?,Sim,8,,,,,,,"OPS 13, OPS 14, OPS 15, OPS 16, OPS 17",,,,,,,,,,,,,,,
,,Não,FIM,,,,,,,RCP,,,,,,,,,,,,,,,
8,O objeto/líquido saiu ?,Sim,9,,,,,,,,,,,,,,,,,,,,,,
,,Não,7,,,,,,,,,,,,,,,,,,,,,,
,,Não sabe,7,,,,,,,,,,,,,,,,,,,,,,
9,A pessoa está respirando ?,Sim,FIM,,,,,,,OPS 12,,,,,,,,,,,,,,,
,,Não,FIM,,,,,,,,,,,,,,,,,,,,,,
Nº,ORIENTAÇÃO PRÉ-SOCORRO,ALTERNATIVA,PROX. PASSO,CLASS CHAMAD,ENC. DESP,PRIORIDADE,AG. ENVOL,ARV. COMPL.,COMP. NAT,ORIENTAÇÕES,,,,,,,,,,,,,,,
1,Incentive o bebê a tossir,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
2,Deite o bebê de LADO e VERIFIQUE a respiração até a CHEGADA do socorro,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
3,Ouça com atenção. Você vai realizar COMPRESSÕES no PEITO e TAPAS nas COSTAS para retirar o objeto/líquido,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
4,SENTE-SE em uma cadeira ou sofá,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
5,"DEITE a criança sobre seu braço com o ROSTO para BAIXO, segurando seu QUEIXO com a mão.",Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
6,Abaixe o braço deixando a CABEÇA do BEBÊ mais BAIXA que o resto do corpo DELE,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
7,"Com a PALMA da mão, aplique CINCO TAPAS nas COSTAS do bebê",Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
8,VIRE o bebê para você,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
9,"Com os DEDOS indicador e médio aplique CINCO COMPRESSÕES no PEITO da criança, entre os MAMILOS",Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
10,REPITA até que o objeto saia,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
11,Incentive a pessoa a tossir,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
12,VERIFIQUE a respiração até a CHEGADA do socorro,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
13,OUÇA com atenção. Você vai realizar COMPRESSÕES na barriga para retirar o objeto.,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
14,Posicione-se nas COSTAS da pessoa.,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
15,Abrace-a na barriga com uma MÃO FECHADA e a outra por cima entre o UMBIGO e o PEITO.,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
16,"Execute movimentos RÁPIDOS e para CIMA, forçando os pulmões a expelir ar.",Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
17,REPITA até que o objeto saia.,Orientado,,,,,,,,,checked,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
